2017 NAICS Code (NAICS),Meaning of NAICS Code (NAICS_LABEL),Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL),Meaning of Employment size of establishments code (EMPSZES_LABEL),Year (YEAR),Number of firms (FIRM),Number of establishments (ESTAB),Number of employees (EMP),(DHS) denominator (DENOM),Number of establishments born during the last 12 months (ESTABS_ENTRY),Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE),Number of establishments exited during the last 12 months (ESTABS_EXIT),Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE),Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION),Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS),Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS),Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS),Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE),Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION),Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS),Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS),Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS),Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE),Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION),Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE),Rate of reallocation during the last 12 months (REALLOCATION_RATE),Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS),Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS),Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)
0,Total for all sectors,Total,Establishments with 500 employees or more,2012,"8,724","17,668","23,023,789","22,776,038",99,0.56,134,0.758,"2,059,549","164,911","1,894,638",0.724,9.043,"1,562,357","281,433","1,280,924",1.236,6.86,"497,192",2.183,13.719,38,45,"103,312"
0,Total for all sectors,Total,Establishments with 500 employees or more,2013,"8,985","18,202","23,763,911","23,567,879",116,0.637,151,0.829,"2,087,773","258,289","1,829,484",1.096,8.859,"1,696,336","317,639","1,378,697",1.348,7.198,"391,437",1.661,14.395,35,35,"78,271"
0,Total for all sectors,Total,Establishments with 500 employees or more,2014,"9,185","18,672","24,375,192","24,146,991",134,0.718,129,0.691,"2,232,365","304,561","1,927,804",1.261,9.245,"1,776,118","308,087","1,468,031",1.276,7.355,"456,247",1.889,14.711,22,24,"56,073"
0,Total for all sectors,Total,Establishments with 500 employees or more,2015,"9,345","19,191","25,196,331","24,933,379",130,0.677,134,0.698,"2,282,447","249,693","2,032,754",1.001,9.154,"1,762,973","281,530","1,481,443",1.129,7.071,"519,474",2.083,14.141,35,35,"70,683"
0,Total for all sectors,Total,Establishments with 500 employees or more,2016,"9,518","19,652","25,783,095","25,607,969",117,0.596,95,0.484,"2,152,862","223,990","1,928,872",0.875,8.407,"1,803,871","279,017","1,524,854",1.09,7.044,"348,991",1.363,14.088,31,34,"94,333"
0,Total for all sectors,Total,Establishments with 500 employees or more,2017,"9,609","20,061","26,547,672","26,211,455",200,0.998,139,0.694,"2,540,745","356,400","2,184,345",1.36,9.693,"1,860,799","318,104","1,542,695",1.214,7.099,"679,946",2.594,14.198,29,29,"79,165"
0,Total for all sectors,Total,Establishments with 500 employees or more,2018,"10,004","20,824","27,628,853","27,304,871",136,0.654,104,0.5,"2,260,083","273,287","1,986,796",1.001,8.277,"1,607,760","204,503","1,403,257",0.749,5.888,"652,323",2.389,11.776,21,22,"42,563"
0,Total for all sectors,Total,Establishments with 500 employees or more,2019,"10,233","21,406","28,632,525","28,298,185",104,0.486,112,0.523,"2,403,010","190,880","2,212,130",0.675,8.492,"1,757,247","243,869","1,513,378",0.862,6.21,"645,763",2.282,12.42,26,26,"44,851"
0,Total for all sectors,Total,Establishments with 500 employees or more,2020,"10,514","21,946","29,425,805","29,112,911",238,1.086,157,0.717,"2,678,340","633,902","2,044,438",2.177,9.2,"2,047,438","338,029","1,709,409",1.161,7.033,"630,902",2.167,14.065,30,35,"58,545"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2011,"5,928","10,562","7,337,551","7,266,435",66,0.625,77,0.729,"747,114","86,509","660,605",1.191,10.282,"600,811","102,692","498,119",1.413,8.268,"146,303",2.013,16.537,19,21,"27,323"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2012,"6,146","11,043","7,691,597","7,602,890",82,0.742,89,0.806,"805,184","109,406","695,778",1.439,10.59,"627,950","118,985","508,965",1.565,8.259,"177,234",2.331,16.519,24,27,"37,649"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2013,"6,379","11,395","7,901,058","7,863,774",78,0.683,112,0.981,"786,217","106,109","680,108",1.349,9.998,"710,587","153,608","556,979",1.953,9.036,"75,630",0.962,18.072,25,25,"37,192"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2014,"6,512","11,665","8,097,772","8,029,384",88,0.754,91,0.78,"817,856","119,391","698,465",1.487,10.186,"679,675","122,324","557,351",1.523,8.465,"138,181",1.721,16.93,16,18,"26,187"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2015,"6,626","12,012","8,326,735","8,268,689",95,0.791,94,0.783,"827,444","125,078","702,366",1.513,10.007,"712,533","122,160","590,373",1.477,8.617,"114,911",1.39,17.234,27,27,"35,785"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2016,"6,793","12,283","8,486,597","8,430,834",85,0.693,65,0.53,"788,987","109,533","679,454",1.299,9.358,"673,338","92,190","581,148",1.093,7.987,"115,649",1.372,15.973,24,24,"32,945"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2017,"6,879","12,527","8,714,035","8,604,703",149,1.192,91,0.728,"930,609","196,043","734,566",2.278,10.815,"707,089","122,483","584,606",1.423,8.217,"223,520",2.598,16.435,16,16,"23,958"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2018,"7,158","12,950","8,948,137","8,857,842",101,0.781,72,0.557,"853,221","128,456","724,765",1.45,9.632,"674,523","97,661","576,862",1.103,7.615,"178,698",2.017,15.23,14,15,"19,820"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2019,"7,300","13,285","9,261,930","9,141,522",77,0.579,83,0.625,"898,976","101,730","797,246",1.113,9.834,"657,342","111,266","546,076",1.217,7.191,"241,634",2.643,14.381,20,20,"27,961"
0,Total for all sectors,Total,Establishments with 500 to 999 employees,2020,"7,508","13,553","9,425,768","9,339,779",146,1.079,113,0.835,"941,370","203,441","737,929",2.178,10.079,"774,780","151,262","623,518",1.62,8.295,"166,590",1.784,16.591,21,26,"32,068"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2011,"3,673","6,511","14,881,286","14,712,712",24,0.368,30,0.461,"1,198,409","84,045","1,114,364",0.571,8.145,"861,697","107,791","753,906",0.733,5.857,"336,712",2.289,11.714,7,7,"20,693"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2012,"3,707","6,625","15,332,192","15,173,149",17,0.256,45,0.678,"1,254,696","55,505","1,199,191",0.366,8.269,"934,707","162,448","772,259",1.071,6.16,"319,989",2.109,12.321,15,18,"65,663"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2013,"3,782","6,807","15,862,853","15,704,106",38,0.558,39,0.573,"1,301,801","152,180","1,149,621",0.969,8.29,"986,143","164,031","822,112",1.045,6.28,"315,658",2.01,12.559,10,10,"41,079"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2014,"3,869","7,007","16,277,420","16,117,607",46,0.657,38,0.543,"1,414,717","185,170","1,229,547",1.149,8.777,"1,096,688","185,763","910,925",1.153,6.804,"318,029",1.973,13.609,6,6,"29,886"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2015,"3,981","7,179","16,869,596","16,664,690",35,0.487,40,0.557,"1,455,180","124,615","1,330,565",0.748,8.732,"1,050,761","159,370","891,391",0.956,6.305,"404,419",2.427,12.611,8,8,"34,898"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2016,"4,020","7,369","17,296,498","17,177,136",32,0.434,30,0.407,"1,363,952","114,457","1,249,495",0.666,7.941,"1,130,611","186,827","943,784",1.088,6.582,"233,341",1.358,13.164,8,10,"61,388"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2017,"4,043","7,534","17,833,637","17,606,752",51,0.677,48,0.637,"1,610,144","160,357","1,449,787",0.911,9.145,"1,153,718","195,621","958,097",1.111,6.553,"456,426",2.592,13.105,13,13,"55,207"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2018,"4,199","7,874","18,680,716","18,447,029",35,0.445,32,0.406,"1,406,910","144,831","1,262,079",0.785,7.627,"933,299","106,842","826,457",0.579,5.059,"473,611",2.567,10.119,7,7,"22,743"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2019,"4,323","8,121","19,370,595","19,156,663",27,0.332,29,0.357,"1,504,092","89,150","1,414,942",0.465,7.852,"1,099,947","132,603","967,344",0.692,5.742,"404,145",2.11,11.484,6,6,"16,890"
0,Total for all sectors,Total,"Establishments with 1,000 employees or more",2020,"4,413","8,393","20,000,037","19,773,132",92,1.099,44,0.526,"1,737,004","430,461","1,306,543",2.177,8.785,"1,272,708","186,767","1,085,941",0.945,6.437,"464,296",2.348,12.873,9,9,"26,477"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2011,"17,126","17,829","153,574","152,773","2,027",11.329,"2,152",12.028,"24,279","7,464","16,815",4.886,15.892,"22,633","7,362","15,271",4.819,14.815,"1,646",1.077,29.63,"1,475","1,475","5,158"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2012,"17,372","18,058","156,505","155,649","2,013",11.207,"1,821",10.138,"25,084","7,309","17,775",4.696,16.116,"23,462","7,071","16,391",4.543,15.074,"1,622",1.042,30.147,"1,254","1,257","4,707"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2013,"17,361","18,058","153,926","154,403","1,964",10.869,"1,988",11.002,"22,970","7,301","15,669",4.729,14.877,"24,003","9,879","14,124",6.398,15.546,"−1,033",−0.669,29.753,"1,377","1,377","7,503"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2014,"17,454","18,134","155,336","153,684","1,976",10.925,"1,881",10.4,"24,065","7,567","16,498",4.924,15.659,"20,699","7,524","13,175",4.896,13.469,"3,366",2.19,26.937,"1,311","1,312","5,820"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2015,"17,746","18,418","159,179","156,738","2,169",11.924,"1,714",9.423,"26,128","8,266","17,862",5.274,16.67,"21,304","6,704","14,600",4.277,13.592,"4,824",3.078,27.184,"1,181","1,183","5,245"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2016,"18,142","18,870","159,723","159,489","2,265",12.13,"1,871",10.02,"24,556","9,447","15,109",5.923,15.397,"24,291","8,115","16,176",5.088,15.231,265,0.166,30.461,"1,339","1,339","5,764"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2017,"18,279","18,995","161,860","160,275","2,115",11.17,"1,993",10.526,"27,692","8,832","18,860",5.511,17.278,"24,438","8,290","16,148",5.172,15.248,"3,254",2.03,30.495,"1,405","1,405","5,626"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2018,"18,331","18,993","162,369","161,989","2,067",10.896,"2,022",10.659,"24,047","8,577","15,470",5.295,14.845,"23,222","7,960","15,262",4.914,14.336,825,0.509,28.671,"1,491","1,491","5,500"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2019,"18,510","19,188","164,516","163,779","2,152",11.252,"2,028",10.603,"24,796","8,295","16,501",5.065,15.14,"23,331","6,969","16,362",4.255,14.245,"1,465",0.895,28.491,"1,608","1,608","5,645"
11,"Agriculture, forestry, fishing and hunting",Total,All establishments,2020,"18,086","18,758","166,498","165,083","1,966",10.422,"2,177",11.541,"26,125","7,987","18,138",4.838,15.825,"23,126","7,863","15,263",4.763,14.009,"2,999",1.817,28.017,"1,753","1,754","6,232"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2011,"11,276","11,472","24,975","24,974","1,912",16.587,"2,022",17.541,"7,117","4,237","2,880",16.966,28.498,"7,091","4,384","2,707",17.554,28.394,26,0.104,56.787,"1,375","1,375","3,059"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2012,"11,500","11,673","25,046","24,842","1,899",16.414,"1,692",14.625,"6,906","4,163","2,743",16.758,27.8,"6,485","3,796","2,689",15.281,26.106,421,1.695,52.211,"1,166","1,166","2,662"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2013,"11,493","11,677","25,178","25,069","1,848",15.817,"1,862",15.936,"6,850","4,211","2,639",16.798,27.325,"6,697","3,969","2,728",15.832,26.714,153,0.61,53.429,"1,279","1,279","2,783"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2014,"11,495","11,655","24,922","24,714","1,880",16.199,"1,781",15.346,"6,817","4,115","2,702",16.651,27.584,"6,314","3,751","2,563",15.178,25.549,503,2.035,51.098,"1,236","1,237","2,650"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2015,"11,740","11,907","25,703","25,050","2,054",17.568,"1,623",13.882,"7,413","4,648","2,765",18.555,29.593,"6,154","3,460","2,694",13.812,24.567,"1,259",5.026,49.134,"1,112","1,112","2,444"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2016,"12,051","12,244","26,394","25,935","2,101",17.409,"1,750",14.501,"7,656","4,803","2,853",18.519,29.52,"6,761","3,851","2,910",14.849,26.069,895,3.451,52.138,"1,245","1,245","2,850"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2017,"12,195","12,403","26,532","26,400","2,016",16.356,"1,862",15.106,"7,243","4,506","2,737",17.068,27.436,"7,059","4,013","3,046",15.201,26.739,184,0.697,53.477,"1,327","1,327","2,902"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2018,"12,301","12,442","26,419","26,445","1,948",15.692,"1,892",15.241,"7,019","4,111","2,908",15.546,26.542,"7,046","4,153","2,893",15.705,26.644,−27,−0.102,53.085,"1,401","1,401","3,077"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2019,"12,446","12,604","26,823","26,669","2,021",16.103,"1,914",15.25,"7,199","4,445","2,754",16.667,26.994,"6,915","3,966","2,949",14.871,25.929,284,1.065,51.858,"1,520","1,520","3,147"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 4 employees,2020,"12,063","12,239","25,952","26,254","1,819",14.725,"2,048",16.578,"6,712","3,863","2,849",14.714,25.566,"7,225","4,409","2,816",16.794,27.52,−513,−1.954,51.132,"1,645","1,646","3,547"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2011,"3,268","3,366","23,088","23,401",81,2.402,92,2.729,"3,887","1,043","2,844",4.457,16.61,"4,519","1,157","3,362",4.944,19.311,−632,−2.701,33.221,74,74,935
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2012,"3,307","3,415","23,561","23,627",74,2.161,92,2.687,"3,966",980,"2,986",4.148,16.786,"4,162","1,151","3,011",4.872,17.615,−196,−0.830,33.572,67,67,832
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2013,"3,292","3,387","23,523","23,430",76,2.243,78,2.302,"3,911",994,"2,917",4.242,16.692,"3,700",997,"2,703",4.255,15.792,211,0.901,31.583,60,60,777
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2014,"3,290","3,391","23,444","23,333",60,1.769,63,1.857,"3,587",762,"2,825",3.266,15.373,"3,395",833,"2,562",3.57,14.551,192,0.823,29.101,50,50,646
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2015,"3,272","3,359","23,234","22,983",70,2.09,52,1.552,"3,748",895,"2,853",3.894,16.308,"3,241",649,"2,592",2.824,14.102,507,2.206,28.203,38,38,478
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2016,"3,379","3,481","24,243","24,077",100,2.884,72,2.077,"4,103","1,358","2,745",5.64,17.042,"3,809",917,"2,892",3.809,15.82,294,1.221,31.641,58,58,733
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2017,"3,348","3,443","23,477","23,835",50,1.447,75,2.17,"3,258",663,"2,595",2.782,13.669,"3,956","1,037","2,919",4.351,16.597,−698,−2.928,27.338,42,42,554
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2018,"3,276","3,393","23,614","23,469",68,2.002,76,2.237,"3,700",846,"2,854",3.605,15.766,"3,366",990,"2,376",4.218,14.343,334,1.423,28.685,54,54,719
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2019,"3,249","3,361","22,973","23,287",67,1.993,68,2.023,"3,316",859,"2,457",3.689,14.24,"3,941",896,"3,045",3.848,16.924,−625,−2.684,28.479,50,50,659
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 5 to 9 employees,2020,"3,232","3,323","22,942","22,953",85,2.56,79,2.38,"3,643","1,102","2,541",4.801,15.872,"3,659","1,060","2,599",4.618,15.941,−16,−0.070,31.743,68,68,914
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2011,"1,656","1,729","23,461","23,666",19,1.097,25,1.443,"3,203",516,"2,687",2.18,13.534,"3,626",669,"2,957",2.827,15.322,−423,−1.787,27.068,17,17,440
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2012,"1,592","1,667","22,812","22,726",24,1.442,19,1.141,"3,410",652,"2,758",2.869,15.005,"3,266",481,"2,785",2.117,14.371,144,0.634,28.742,12,12,295
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2013,"1,558","1,652","23,060","22,647",28,1.7,19,1.153,"3,509",783,"2,726",3.457,15.495,"2,702",556,"2,146",2.455,11.931,807,3.563,23.862,15,15,441
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2014,"1,642","1,731","23,965","23,692",17,0.981,21,1.212,"3,209",461,"2,748",1.946,13.545,"2,680",554,"2,126",2.338,11.312,529,2.233,22.624,14,14,379
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2015,"1,671","1,759","24,432","24,119",27,1.538,21,1.196,"3,533",718,"2,815",2.977,14.648,"2,868",574,"2,294",2.38,11.891,665,2.757,23.782,18,18,511
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2016,"1,638","1,726","23,669","23,749",33,1.917,23,1.336,"3,200",945,"2,255",3.979,13.474,"3,395",621,"2,774",2.615,14.295,−195,−0.821,26.949,19,19,511
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2017,"1,649","1,733","23,708","23,891",22,1.266,32,1.841,"3,124",611,"2,513",2.558,13.076,"3,477",886,"2,591",3.709,14.554,−353,−1.478,26.153,20,20,578
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2018,"1,673","1,747","24,352","24,008",34,1.949,29,1.662,"3,579",912,"2,667",3.799,14.908,"2,843",829,"2,014",3.453,11.842,736,3.066,23.684,20,20,572
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2019,"1,708","1,784","24,642","24,476",40,2.249,29,1.631,"3,472","1,115","2,357",4.556,14.186,"3,160",726,"2,434",2.966,12.911,312,1.275,25.822,24,24,608
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 10 to 19 employees,2020,"1,652","1,724","23,645","23,544",41,2.384,33,1.919,"3,362","1,051","2,311",4.464,14.28,"3,192",905,"2,287",3.844,13.558,170,0.722,27.115,28,28,762
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 19 employees,2011,"16,096","16,567","71,524","72,041","2,012",12.098,"2,139",12.862,"14,177","5,796","8,381",8.045,19.679,"15,211","6,210","9,001",8.62,21.114,"−1,034",−1.435,39.358,"1,466","1,466","4,434"
11,"Agriculture, forestry, fishing and hunting",Total,Establishments with 1 to 19 employees,2012,"16,298","16,755","71,419","71,195","1,997",11.988,"1,803",10.824,"14,265","5,795","8,470",8.14,20.037,"13,897","5,428","8,469",7.624,19.52,368,0.517,39.04,"1,243","1,245","3,789"
